customer_id,gender,age,city,education,marital_status,annual_income,credit_score,loan_amount,employment_years,debt_ratio,num_existing_loans,missed_payments,aadhar_number,pan_number,contact_number,loan_approved
CUST1276,Male,40,Pune,Graduate,Married,42249,510,1161101,7,0.44,0,2,,,,0
CUST1277,Male,65,Delhi,Diploma,Married,249770,681,1011456,23,0.17,1,8,,,,1
CUST1278,Male,48,Bangalore,Undergraduate,Single,188655,433,546546,9,0.31,5,12,,,,1
CUST1279,Female,25,Delhi,Diploma,Single,68139,439,1685646,24,0.57,2,1,,,,0
CUST1280,Male,55,Delhi,Undergraduate,Divorced,108922,512,997738,9,0.47,1,1,,,,0
CUST1281,Male,34,Chennai,Graduate,Divorced,234132,635,361057,2,0.67,5,6,,,,1
CUST1282,Female,22,Mumbai,Post-Graduate,Married,121008,763,1215919,23,0.54,1,7,,,,1
CUST1283,Female,29,Chennai,Undergraduate,Married,66939,710,830643,21,0.6,10,1,,,,0
CUST1284,Male,33,Mumbai,Diploma,Married,184341,754,1747222,4,0.17,5,1,,,,1
CUST1285,Male,46,Delhi,Undergraduate,Single,145056,330,852641,21,0.44,5,3,,,,0
CUST1286,Female,23,Mumbai,Graduate,Single,175984,551,1407441,9,0.5,8,7,,,,0
CUST1287,Male,33,Mumbai,Diploma,Divorced,183467,838,572500,20,0.9,8,12,,,,1
CUST1288,Male,43,Chennai,Post-Graduate,Married,163282,814,724453,12,0.32,0,5,,,,1
CUST1289,Male,24,Mumbai,Post-Graduate,Divorced,226983,783,1160299,11,0.71,3,2,,,,1
CUST1290,Male,35,Delhi,Undergraduate,Divorced,165914,697,794079,29,0.77,2,2,,,,1
CUST1291,Male,65,Bangalore,Undergraduate,Married,107191,881,1231968,4,0.55,3,12,,,,1
CUST1292,Male,24,Delhi,Post-Graduate,Single,75980,524,91792,16,0.48,5,9,,,,1
CUST1293,Male,24,Pune,Graduate,Single,20744,451,1280208,22,0.83,1,8,,,,0
CUST1294,Male,58,Bangalore,Diploma,Divorced,41484,644,682847,10,0.21,2,11,,,,0
CUST1295,Male,35,Delhi,Graduate,Divorced,189465,479,843528,9,0.69,4,2,,,,1
CUST1296,Male,57,Chennai,Graduate,Single,23488,486,1313300,10,0.84,9,3,,,,0
CUST1297,Male,36,Pune,Diploma,Married,105914,627,402085,20,0.81,1,11,,,,0
CUST1298,Female,65,Bangalore,Diploma,Divorced,32771,658,588250,25,0.19,0,0,,,,1
CUST1299,Female,47,Chennai,Post-Graduate,Married,144258,687,786585,17,0.4,7,12,,,,1
CUST1300,Male,39,Bangalore,Post-Graduate,Divorced,20263,626,597624,30,0.18,5,2,9715 2525 6536,ABCDE8909F,,1
CUST1301,Male,48,Pune,Post-Graduate,Married,186346,468,1323637,28,0.45,0,1,,,,1
CUST1302,Male,63,Bangalore,Post-Graduate,Married,88799,604,548174,3,0.14,9,8,,,,1
CUST1303,Male,26,Pune,Graduate,Single,92214,791,468748,3,0.12,2,10,,,,1
CUST1304,Male,46,Bangalore,Post-Graduate,Single,138455,800,1926694,21,0.31,10,8,,,,1
CUST1305,Male,32,Chennai,Graduate,Married,131857,345,602171,14,0.47,3,4,,,,0
CUST1306,Male,26,Chennai,Graduate,Single,190149,652,1744876,17,0.43,9,3,,,,1
CUST1307,Male,55,Bangalore,Graduate,Divorced,195110,786,1251068,28,0.29,4,1,,,,1
CUST1308,Female,28,Delhi,Post-Graduate,Married,213492,759,412553,30,0.89,3,12,,,,1
CUST1309,Male,33,Bangalore,Diploma,Divorced,230630,451,1799251,19,0.31,1,1,,,,1
CUST1310,Male,54,Bangalore,Graduate,Single,135103,312,1699516,22,0.6,8,12,,,,0
CUST1311,Male,27,Pune,Diploma,Divorced,162504,403,1697828,9,0.79,5,6,,,,0
CUST1312,Male,23,Bangalore,Graduate,Single,60141,582,895097,4,0.59,10,11,,,,0
CUST1313,Male,65,Pune,Undergraduate,Single,77279,350,1613950,15,0.84,5,0,,,,0
CUST1314,Male,65,Pune,Undergraduate,Divorced,194529,400,1872215,7,0.21,7,12,,,,0
CUST1315,Male,33,Chennai,Undergraduate,Married,130793,516,1965607,26,0.43,7,12,,,,1
CUST1316,Female,25,Mumbai,Post-Graduate,Married,96559,818,895959,4,0.72,8,9,,,,1
CUST1317,Female,24,Pune,Diploma,Divorced,80402,333,1007242,1,0.83,3,4,,,,0
CUST1318,Male,64,Chennai,Undergraduate,Single,23011,547,831119,15,0.58,2,7,,,,0
CUST1319,Male,65,Delhi,Post-Graduate,Divorced,38695,591,107567,12,0.14,9,12,,,,0
CUST1320,Female,38,Bangalore,Post-Graduate,Divorced,185809,719,1126428,0,0.79,10,0,,,9959922040,0
CUST1321,Male,35,Bangalore,Undergraduate,Single,81162,612,1544725,30,0.67,4,6,,,,1
CUST1322,Male,40,Chennai,Undergraduate,Divorced,192522,833,1778705,19,0.42,1,0,,,,1
CUST1323,Male,40,Pune,Undergraduate,Single,194414,410,1060278,2,0.37,4,10,,,,0
CUST1324,Male,33,Pune,Post-Graduate,Divorced,54303,829,1655316,7,0.82,9,6,,,,0
CUST1325,Male,39,Chennai,Post-Graduate,Single,83007,728,898505,12,0.69,9,11,,,,1
CUST1326,Female,64,Delhi,Post-Graduate,Single,155151,787,1951123,30,0.64,8,4,,,,1
CUST1327,Female,37,Mumbai,Post-Graduate,Single,205103,872,1649955,29,0.25,10,5,,,,1
CUST1328,Male,47,Bangalore,Graduate,Divorced,221593,639,829474,8,0.57,7,1,,,,1
CUST1329,Male,51,Pune,Diploma,Married,248157,499,1099577,3,0.79,6,8,,,,1
CUST1330,Female,29,Pune,Post-Graduate,Married,67506,650,908137,18,0.81,7,2,,,,0
CUST1331,Female,41,Delhi,Diploma,Married,181330,359,59884,14,0.32,2,9,,,,0
CUST1332,Male,61,Chennai,Post-Graduate,Divorced,127567,713,949731,30,0.48,0,0,,,,1
CUST1333,Male,41,Delhi,Post-Graduate,Divorced,213403,843,449668,0,0.64,10,11,,,,1
CUST1334,Male,29,Pune,Undergraduate,Single,41924,692,1105573,18,0.34,1,0,,,,1
CUST1335,Male,48,Bangalore,Graduate,Married,247777,437,768762,28,0.49,3,2,,,,1
CUST1336,Female,34,Mumbai,Diploma,Divorced,207433,322,1286675,16,0.24,5,11,,,,0
CUST1337,Male,59,Bangalore,Diploma,Married,27572,410,1420630,26,0.12,1,6,,,,0
CUST1338,Male,65,Mumbai,Undergraduate,Divorced,55141,510,1507923,21,0.6,4,6,,,,0
CUST1339,Female,47,Mumbai,Diploma,Married,232750,407,1122871,23,0.59,4,1,,,,0
CUST1340,Male,54,Bangalore,Post-Graduate,Divorced,67867,666,1525213,13,0.34,0,8,,,,1
CUST1341,Male,36,Bangalore,Post-Graduate,Married,15717,313,1458516,2,0.83,9,10,,,,0
CUST1342,Male,27,Delhi,Graduate,Single,82080,536,1007876,9,0.31,0,1,,,,0
CUST1343,Male,48,Delhi,Post-Graduate,Single,208603,418,249226,27,0.71,0,0,,,,1
CUST1344,Male,60,Bangalore,Diploma,Single,85335,395,831445,26,0.37,1,6,,,,1
CUST1345,Male,47,Mumbai,Diploma,Divorced,185091,470,287096,4,0.66,0,2,,,,0
CUST1346,Male,32,Delhi,Diploma,Single,175254,688,1684025,11,0.59,10,11,,,,1
CUST1347,Male,49,Chennai,Post-Graduate,Divorced,27051,364,598641,20,0.35,10,8,,,,0
CUST1348,Male,48,Delhi,Graduate,Married,188464,554,1060679,11,0.63,10,6,,,,1
CUST1349,Female,53,Bangalore,Undergraduate,Married,237519,780,1836503,15,0.8,1,12,,,,1
CUST1350,Male,24,Bangalore,Diploma,Divorced,147888,528,1204472,20,0.4,3,1,9017 9166 8324,,,1
CUST1351,Male,28,Mumbai,Graduate,Divorced,145383,318,265258,12,0.43,8,8,,,,0
CUST1352,Male,53,Mumbai,Post-Graduate,Single,162412,511,1422787,21,0.46,5,5,,,,1
CUST1353,Male,63,Pune,Undergraduate,Divorced,110235,763,289124,3,0.71,3,0,,,,1
CUST1354,Male,56,Delhi,Diploma,Married,151835,682,1522402,3,0.14,2,7,,,,1
CUST1355,Female,33,Pune,Graduate,Single,46652,702,502123,14,0.76,3,11,,,,0
CUST1356,Male,49,Mumbai,Diploma,Divorced,134901,816,332352,30,0.5,8,11,,,,1
CUST1357,Female,65,Chennai,Undergraduate,Divorced,166664,477,1581958,26,0.2,6,10,,,,1
CUST1358,Male,59,Delhi,Post-Graduate,Single,196538,554,623772,12,0.87,4,7,,,,1
CUST1359,Male,65,Delhi,Post-Graduate,Divorced,158604,621,1542908,23,0.85,10,3,,,,1
CUST1360,Male,64,Mumbai,Undergraduate,Divorced,49779,482,1106741,17,0.66,5,11,,,,0
CUST1361,Male,64,Mumbai,Graduate,Single,211049,846,649634,28,0.78,0,8,,,,1
CUST1362,Male,33,Pune,Post-Graduate,Divorced,84986,464,651076,21,0.3,0,11,,,,0
CUST1363,Male,27,Delhi,Undergraduate,Divorced,176509,875,1863704,7,0.69,8,6,,,,1
CUST1364,Male,45,Chennai,Diploma,Married,124200,620,1207889,1,0.11,4,3,,,,1
CUST1365,Male,58,Delhi,Graduate,Married,158291,501,1677697,23,0.87,4,7,,,,1
CUST1366,Male,45,Pune,Graduate,Single,25652,738,635340,17,0.31,2,9,,,,1
CUST1367,Female,23,Pune,Diploma,Divorced,55292,630,1301748,1,0.72,10,9,,,,0
CUST1368,Male,41,Bangalore,Diploma,Married,152729,525,435601,16,0.15,8,2,,,,1
CUST1369,Female,63,Bangalore,Graduate,Married,102001,639,806647,9,0.27,9,8,,,,1
CUST1370,Male,36,Mumbai,Diploma,Single,183365,549,133628,21,0.81,6,12,,,,1
CUST1371,Male,22,Pune,Post-Graduate,Single,150493,683,1128584,25,0.51,7,0,,,,1
CUST1372,Male,31,Delhi,Diploma,Married,217720,850,1168213,0,0.6,3,10,,,,1
CUST1373,Male,62,Pune,Graduate,Married,229107,373,1616343,21,0.22,7,11,,,,1
CUST1374,Female,37,Bangalore,Diploma,Divorced,161298,372,1255783,26,0.28,4,6,,,,0
CUST1375,Male,22,Chennai,Graduate,Divorced,117105,421,1171628,0,0.61,9,1,,ABCDE6860F,,0
CUST1376,Male,39,Bangalore,Graduate,Single,221278,608,1322060,2,0.33,7,6,,,,1
CUST1377,Female,29,Delhi,Undergraduate,Divorced,210757,700,1720948,25,0.78,4,10,,,,1
CUST1378,Male,21,Bangalore,Graduate,Single,160103,868,346482,3,0.13,9,9,,,,1
CUST1379,Male,34,Delhi,Graduate,Married,123174,824,348750,5,0.25,9,4,,,,1
CUST1380,Male,56,Delhi,Diploma,Single,135917,862,203395,9,0.64,4,1,,,,1
CUST1381,Female,27,Chennai,Undergraduate,Divorced,89746,371,1937685,6,0.35,7,5,,,,0
CUST1382,Male,41,Bangalore,Undergraduate,Single,127278,472,60133,10,0.3,3,11,,,,0
CUST1383,Male,51,Delhi,Graduate,Single,136332,756,802335,24,0.34,8,1,,,,1
CUST1384,Female,55,Chennai,Graduate,Divorced,66493,569,1588354,28,0.6,1,0,,,,0
CUST1385,Female,23,Delhi,Undergraduate,Single,159597,566,1189737,28,0.9,7,10,,,,0
CUST1386,Male,29,Delhi,Post-Graduate,Divorced,136818,813,1120411,2,0.42,8,0,,,,1
CUST1387,Female,32,Mumbai,Post-Graduate,Single,163467,879,1432889,27,0.87,7,5,,,,1
CUST1388,Male,44,Bangalore,Diploma,Married,76346,343,1452125,6,0.51,5,6,,,,0
CUST1389,Male,27,Chennai,Post-Graduate,Single,199480,833,1378686,26,0.32,4,9,,,,1
CUST1390,Male,58,Bangalore,Undergraduate,Single,186268,379,1133520,8,0.4,3,8,,,,0
CUST1391,Male,59,Chennai,Undergraduate,Married,16729,813,1899759,4,0.45,3,1,,,,0
CUST1392,Female,44,Mumbai,Diploma,Divorced,172816,421,1436447,7,0.43,5,11,,,,0
CUST1393,Female,58,Delhi,Post-Graduate,Divorced,57269,720,97072,7,0.13,9,9,,,,1
CUST1394,Female,24,Chennai,Graduate,Divorced,58605,564,1984511,5,0.51,6,9,,,,0
CUST1395,Male,26,Bangalore,Post-Graduate,Divorced,71778,759,1321976,15,0.79,2,3,,,,1
CUST1396,Female,60,Chennai,Graduate,Married,187922,823,604740,5,0.68,5,7,,,,1
CUST1397,Female,27,Delhi,Graduate,Married,19341,507,1146205,27,0.83,10,6,,,,0
CUST1398,Male,55,Mumbai,Diploma,Divorced,146944,420,245433,15,0.63,9,8,,,,0
CUST1399,Male,65,Chennai,Graduate,Single,153888,739,531267,30,0.74,6,5,,,,1
CUST1400,Male,35,Delhi,Graduate,Divorced,240195,385,644053,19,0.8,6,4,2058 9561 2930,,9658090039,1
CUST1401,Male,45,Delhi,Diploma,Divorced,186585,510,1492351,25,0.35,5,1,,,,1
CUST1402,Male,55,Delhi,Diploma,Divorced,126034,878,816811,19,0.32,10,6,,,,1
CUST1403,Male,32,Pune,Diploma,Divorced,112049,872,1213733,15,0.3,4,9,,,,1
CUST1404,Male,35,Chennai,Graduate,Married,132072,465,260299,6,0.51,5,12,,,,0
CUST1405,Male,26,Pune,Post-Graduate,Single,230811,448,1039160,29,0.58,1,1,,,,1
CUST1406,Male,45,Delhi,Diploma,Single,120026,833,650769,22,0.87,0,12,,,,1
CUST1407,Male,33,Mumbai,Undergraduate,Married,23810,822,1131739,22,0.29,2,10,,,,1
CUST1408,Female,26,Chennai,Graduate,Divorced,87335,709,790562,21,0.42,9,3,,,,1
CUST1409,Male,56,Chennai,Post-Graduate,Single,89578,872,1968912,18,0.38,4,3,,,,1
CUST1410,Male,37,Pune,Graduate,Divorced,60884,716,1111658,3,0.55,8,4,,,,1
CUST1411,Male,65,Bangalore,Diploma,Divorced,131069,686,1231050,15,0.72,5,12,,,,1
CUST1412,Male,28,Delhi,Undergraduate,Single,82585,369,852523,20,0.73,3,10,,,,0
CUST1413,Male,65,Pune,Graduate,Divorced,233150,569,570633,9,0.17,10,11,,,,1
CUST1414,Male,41,Bangalore,Post-Graduate,Married,107677,523,1925517,18,0.32,10,3,,,,1
CUST1415,Male,34,Mumbai,Graduate,Married,75085,507,1800997,7,0.77,5,2,,,,0
CUST1416,Male,60,Bangalore,Undergraduate,Single,16736,854,138632,27,0.49,9,5,,,,1
CUST1417,Male,46,Chennai,Graduate,Divorced,73220,890,318951,1,0.52,6,7,,,,1
CUST1418,Female,50,Delhi,Diploma,Divorced,46553,830,1014837,10,0.65,0,10,,,,0
CUST1419,Male,60,Chennai,Undergraduate,Single,240926,565,442487,17,0.31,4,7,,,,1
CUST1420,Male,34,Chennai,Post-Graduate,Divorced,124862,681,815624,27,0.42,7,2,,,,1
CUST1421,Male,38,Delhi,Diploma,Married,225786,541,1214632,13,0.79,3,2,,,,0
CUST1422,Male,29,Pune,Graduate,Single,249165,829,1169842,23,0.35,7,4,,,,1
CUST1423,Female,24,Pune,Undergraduate,Single,71483,560,1049375,26,0.6,7,11,,,,0
CUST1424,Male,43,Chennai,Post-Graduate,Single,20199,721,304253,11,0.79,9,3,,,,0
CUST1425,Male,49,Delhi,Undergraduate,Single,248211,380,849163,19,0.33,10,2,,,,1
CUST1426,Male,25,Pune,Diploma,Single,35738,465,770634,7,0.35,10,4,,,,0
CUST1427,Male,58,Delhi,Undergraduate,Divorced,151560,761,918197,5,0.25,0,2,,,,1
CUST1428,Male,34,Mumbai,Graduate,Single,58754,706,266026,3,0.15,7,8,,,,1
CUST1429,Male,27,Delhi,Post-Graduate,Divorced,83800,459,226813,20,0.85,6,4,,,,0
CUST1430,Female,29,Bangalore,Undergraduate,Divorced,153082,474,109918,1,0.63,5,7,,,,0
CUST1431,Female,58,Chennai,Undergraduate,Single,171653,767,1373402,23,0.61,9,6,,,,1
CUST1432,Female,26,Mumbai,Post-Graduate,Single,130831,615,817103,13,0.31,4,0,,,,0
CUST1433,Male,65,Delhi,Graduate,Divorced,143956,788,678328,0,0.71,4,9,,,,1
CUST1434,Male,56,Bangalore,Post-Graduate,Single,129584,704,574070,5,0.67,10,6,,,,0
CUST1435,Female,54,Delhi,Graduate,Married,215419,578,647010,20,0.69,4,6,,,,0
CUST1436,Male,61,Mumbai,Post-Graduate,Married,134365,763,620706,22,0.6,3,5,,,,1
CUST1437,Male,32,Mumbai,Post-Graduate,Married,41810,588,614543,4,0.67,0,3,,,,0
CUST1438,Male,47,Mumbai,Post-Graduate,Married,96677,810,828876,14,0.66,0,5,,,,1
CUST1439,Male,25,Mumbai,Graduate,Divorced,157394,781,430850,6,0.82,4,6,,,,1
CUST1440,Male,36,Delhi,Diploma,Single,208362,334,467710,14,0.69,1,8,,,,0
CUST1441,Male,41,Bangalore,Undergraduate,Married,56579,343,1611800,29,0.54,1,4,,,,0
CUST1442,Male,63,Pune,Graduate,Single,72091,415,544856,20,0.45,0,2,,,,0
CUST1443,Male,23,Delhi,Diploma,Married,167325,786,1493693,19,0.22,1,3,,,,1
CUST1444,Male,61,Mumbai,Post-Graduate,Single,30742,361,795574,20,0.22,8,12,,,,0
CUST1445,Male,49,Mumbai,Diploma,Divorced,207201,497,94780,22,0.4,2,4,,,,1
CUST1446,Male,55,Bangalore,Undergraduate,Divorced,197724,801,447988,18,0.25,5,5,,,,1
CUST1447,Female,25,Bangalore,Graduate,Divorced,154234,458,992426,9,0.76,8,5,,,,0
CUST1448,Female,22,Chennai,Diploma,Married,177459,672,1677424,19,0.29,1,10,,,,1
CUST1449,Male,56,Chennai,Graduate,Married,55404,589,726541,13,0.61,1,1,,,,1
CUST1450,Female,32,Chennai,Diploma,Divorced,243980,332,473790,3,0.49,1,0,7111 5193 1804,ABCDE7002F,,0
CUST1451,Female,59,Mumbai,Diploma,Divorced,203178,372,77443,29,0.84,10,7,,,,0
CUST1452,Male,44,Mumbai,Undergraduate,Married,223207,359,1777304,19,0.31,0,11,,,,1
CUST1453,Male,27,Delhi,Post-Graduate,Divorced,205099,536,1164974,12,0.25,8,10,,,,1
CUST1454,Male,27,Mumbai,Post-Graduate,Married,215876,890,800703,21,0.47,10,6,,,,1
CUST1455,Male,63,Pune,Undergraduate,Single,56465,846,1308114,14,0.85,5,8,,,,1
CUST1456,Male,41,Pune,Undergraduate,Single,174491,546,1231000,17,0.27,8,11,,,,1
CUST1457,Male,21,Mumbai,Undergraduate,Married,205398,335,646602,19,0.11,2,4,,,,0
CUST1458,Male,22,Delhi,Graduate,Married,217250,582,1977517,17,0.51,9,9,,,,1
CUST1459,Female,29,Pune,Graduate,Divorced,84465,675,1915679,18,0.3,4,12,,,,1
CUST1460,Female,25,Chennai,Undergraduate,Married,204682,632,1712840,15,0.24,9,1,,,,1
CUST1461,Male,26,Mumbai,Post-Graduate,Divorced,219504,357,1983304,24,0.37,6,6,,,,1
CUST1462,Male,61,Chennai,Post-Graduate,Single,218795,691,163514,9,0.52,5,8,,,,1
CUST1463,Female,30,Delhi,Diploma,Single,28243,702,984524,24,0.58,8,1,,,,1
CUST1464,Female,29,Pune,Graduate,Single,103124,384,1047939,18,0.7,8,6,,,,0
CUST1465,Female,29,Chennai,Post-Graduate,Married,141070,872,465463,15,0.42,9,3,,,,1
CUST1466,Male,41,Pune,Post-Graduate,Single,194499,889,237893,3,0.64,6,5,,,,1
CUST1467,Male,40,Delhi,Diploma,Married,59369,658,1342309,26,0.89,7,9,,,,1
CUST1468,Female,33,Mumbai,Post-Graduate,Divorced,194662,682,377137,24,0.68,1,1,,,,1
CUST1469,Male,21,Chennai,Post-Graduate,Married,104986,413,689878,14,0.48,5,3,,,,0
CUST1470,Male,56,Chennai,Graduate,Single,141622,444,1507669,22,0.63,6,9,,,,0
CUST1471,Male,33,Bangalore,Undergraduate,Divorced,221881,577,161327,14,0.62,0,1,,,,1
CUST1472,Male,27,Chennai,Graduate,Single,20001,599,1869091,28,0.62,3,6,,,,0
CUST1473,Male,32,Delhi,Undergraduate,Single,67133,812,1010466,17,0.84,0,0,,,,1
CUST1474,Female,22,Mumbai,Undergraduate,Single,105906,660,795281,20,0.34,8,4,,,,1
CUST1475,Male,56,Mumbai,Diploma,Divorced,88451,530,368155,10,0.82,10,2,,,,0
CUST1476,Female,47,Bangalore,Post-Graduate,Married,78009,886,370338,13,0.88,9,5,,,,1
CUST1477,Female,29,Chennai,Post-Graduate,Single,96002,836,1957491,4,0.44,2,10,,,,0
CUST1478,Male,32,Pune,Diploma,Divorced,98256,449,1574796,0,0.71,6,6,,,,0
CUST1479,Male,30,Pune,Post-Graduate,Divorced,219238,492,273915,4,0.25,9,9,,,,1
CUST1480,Male,43,Pune,Post-Graduate,Single,35834,788,331200,16,0.78,7,11,,,9247653166,1
CUST1481,Female,33,Delhi,Post-Graduate,Married,74316,333,906873,24,0.88,4,6,,,,0
CUST1482,Male,60,Mumbai,Diploma,Divorced,143435,632,1867758,14,0.81,6,6,,,,0
CUST1483,Male,54,Chennai,Diploma,Divorced,43656,762,1008189,26,0.8,3,8,,,,0
CUST1484,Male,54,Pune,Diploma,Married,215582,350,448145,9,0.45,4,12,,,,0
CUST1485,Male,65,Chennai,Graduate,Married,150520,445,1022195,26,0.62,1,11,,,,1
CUST1486,Female,46,Delhi,Diploma,Married,123412,631,995576,0,0.24,9,11,,,,0
CUST1487,Female,28,Bangalore,Post-Graduate,Single,38905,416,1531064,14,0.61,1,8,,,,0
CUST1488,Male,31,Delhi,Graduate,Single,102868,879,1877259,21,0.79,2,2,,,,1
CUST1489,Male,39,Chennai,Undergraduate,Married,179220,485,296528,28,0.21,3,0,,,,1
CUST1490,Male,55,Bangalore,Diploma,Single,226669,305,1325034,28,0.49,3,9,,,,1
CUST1491,Male,36,Delhi,Post-Graduate,Married,246255,860,633245,19,0.6,3,0,,,,1
CUST1492,Male,30,Mumbai,Graduate,Married,238826,333,1448793,18,0.77,4,5,,,,0
CUST1493,Female,31,Chennai,Post-Graduate,Single,191184,591,1331548,21,0.65,9,9,,,,1
CUST1494,Male,23,Bangalore,Graduate,Single,39412,606,727006,11,0.82,1,12,,,,0
CUST1495,Male,65,Delhi,Graduate,Married,240288,581,740400,16,0.43,3,11,,,,1
CUST1496,Male,51,Chennai,Undergraduate,Married,204811,594,945596,19,0.78,4,8,,,,1
CUST1497,Male,54,Pune,Post-Graduate,Married,206151,809,1082856,25,0.24,9,3,,,,1
CUST1498,Male,61,Bangalore,Graduate,Single,223858,420,1596583,27,0.27,9,6,,,,1
CUST1499,Female,21,Pune,Undergraduate,Married,182934,506,1497070,9,0.3,1,4,,,,0
CUST1500,Male,42,Pune,Undergraduate,Divorced,118821,882,1341831,30,0.12,2,3,5887 1582 3224,,,1
CUST1501,Male,30,Bangalore,Graduate,Divorced,179416,771,1920781,27,0.53,5,7,,,,1
CUST1502,Male,56,Delhi,Undergraduate,Married,155479,319,486758,18,0.65,5,1,,,,0
CUST1503,Male,61,Pune,Undergraduate,Divorced,155056,469,1247435,19,0.41,9,1,,,,0
CUST1504,Male,26,Chennai,Undergraduate,Married,145299,543,829267,14,0.76,4,3,,,,0
CUST1505,Male,33,Delhi,Undergraduate,Single,39275,754,1111147,0,0.74,8,2,,,,0
CUST1506,Male,41,Mumbai,Diploma,Single,52563,400,1774149,30,0.51,2,3,,,,0
CUST1507,Male,21,Bangalore,Graduate,Married,96521,345,1490853,27,0.58,1,5,,,,0
CUST1508,Male,22,Pune,Undergraduate,Divorced,166403,619,1389767,28,0.27,3,3,,,,1
CUST1509,Male,63,Chennai,Graduate,Married,45841,579,363148,5,0.32,0,9,,,,0
CUST1510,Male,38,Pune,Diploma,Married,52108,590,1253939,7,0.24,4,9,,,,0
CUST1511,Male,64,Chennai,Diploma,Divorced,28226,408,854466,1,0.17,6,2,,,,0
CUST1512,Male,33,Delhi,Graduate,Divorced,201882,846,214722,29,0.7,7,9,,,,1
CUST1513,Male,40,Pune,Undergraduate,Single,194431,776,1036806,7,0.86,2,9,,,,1
CUST1514,Male,41,Bangalore,Post-Graduate,Single,133825,799,113468,2,0.48,5,7,,,,1
CUST1515,Female,53,Mumbai,Undergraduate,Divorced,41983,715,1764532,22,0.74,5,8,,,,0
CUST1516,Male,36,Pune,Post-Graduate,Divorced,177758,549,1199132,5,0.88,6,1,,,,0
CUST1517,Male,57,Mumbai,Diploma,Married,221392,650,1191955,22,0.29,10,10,,,,1
CUST1518,Male,41,Chennai,Graduate,Divorced,160512,399,1773907,14,0.24,6,1,,,,1
CUST1519,Male,41,Mumbai,Post-Graduate,Divorced,144576,362,239861,6,0.75,9,12,,,,0
CUST1520,Male,45,Chennai,Undergraduate,Single,176368,891,987762,6,0.26,5,4,,,,1
CUST1521,Male,26,Mumbai,Undergraduate,Divorced,167758,308,1332389,16,0.42,2,4,,,,1
CUST1522,Male,56,Bangalore,Diploma,Divorced,230155,667,280054,27,0.33,0,3,,,,1
CUST1523,Male,46,Delhi,Diploma,Single,115024,745,1193196,6,0.63,7,2,,,,1
CUST1524,Female,39,Bangalore,Diploma,Married,243782,428,331600,0,0.16,0,2,,,,0
CUST1525,Male,50,Bangalore,Diploma,Single,249247,735,1357046,5,0.46,6,8,,ABCDE7959F,,1
CUST1526,Male,57,Pune,Graduate,Married,145588,542,1543444,16,0.32,8,9,,,,1
CUST1527,Male,28,Pune,Diploma,Divorced,167113,793,1498077,2,0.21,8,12,,,,1
CUST1528,Male,36,Chennai,Graduate,Single,138850,379,1484607,20,0.53,9,4,,,,0
CUST1529,Male,51,Pune,Undergraduate,Single,134022,824,1950135,15,0.56,5,6,,,,1
CUST1530,Male,57,Pune,Graduate,Single,83273,362,1369737,15,0.56,9,0,,,,0
CUST1531,Female,53,Mumbai,Graduate,Divorced,35148,584,578589,4,0.59,4,4,,,,0
CUST1532,Female,63,Delhi,Graduate,Single,132087,678,1744164,5,0.31,3,7,,,,1
CUST1533,Female,59,Bangalore,Post-Graduate,Divorced,230409,457,1806604,15,0.7,6,12,,,,0
CUST1534,Female,34,Delhi,Diploma,Single,166455,653,163929,20,0.31,1,0,,,,1
CUST1535,Male,55,Chennai,Diploma,Married,76252,688,1483424,22,0.41,4,2,,,,1
CUST1536,Male,45,Pune,Diploma,Divorced,192862,623,1162022,21,0.86,1,8,,,,1
CUST1537,Male,42,Bangalore,Post-Graduate,Divorced,85864,573,1732579,3,0.3,9,6,,,,1
CUST1538,Female,54,Mumbai,Diploma,Married,103449,484,706974,17,0.11,0,1,,,,0
CUST1539,Male,43,Mumbai,Post-Graduate,Divorced,72518,590,578264,6,0.13,9,1,,,,1
CUST1540,Male,26,Delhi,Graduate,Divorced,239510,433,838441,21,0.71,10,9,,,,0
CUST1541,Male,50,Bangalore,Undergraduate,Single,188140,377,1389619,14,0.84,4,12,,,,0
CUST1542,Male,38,Pune,Post-Graduate,Single,218713,363,852787,12,0.37,0,4,,,,0
CUST1543,Female,60,Bangalore,Post-Graduate,Divorced,117926,482,1403676,15,0.19,8,12,,,,0
CUST1544,Male,37,Bangalore,Graduate,Single,42076,335,202923,2,0.56,4,12,,,,0
CUST1545,Male,23,Mumbai,Diploma,Single,189222,699,608757,4,0.66,6,9,,,,1
CUST1546,Male,55,Chennai,Undergraduate,Single,74204,303,856195,30,0.65,7,1,,,,0
CUST1547,Male,24,Bangalore,Undergraduate,Divorced,180746,392,816205,17,0.78,5,1,,,,0
CUST1548,Male,45,Pune,Diploma,Married,188207,495,676776,22,0.41,1,10,,,,1
CUST1549,Male,33,Bangalore,Diploma,Married,51685,336,454944,0,0.68,9,3,,,,0
CUST1550,Male,52,Mumbai,Diploma,Married,154969,760,84431,1,0.37,5,12,7356 9570 8509,,,1
CUST1551,Female,58,Bangalore,Graduate,Married,76075,373,127338,23,0.21,10,0,,,,0
CUST1552,Female,21,Chennai,Post-Graduate,Divorced,60154,351,1947214,9,0.76,1,7,,,,0
CUST1553,Male,28,Bangalore,Undergraduate,Married,145323,525,182351,25,0.26,5,12,,,,1
